video_t,wall_time,author,chat_name,text,sentiment,source_layer,current_performer,caption_window,audience
940.0,2026-08-17 19:30:26,@SirCreamsAlott,,this guy's stoned,neutral,vader,,">> Yeah, people smoke every day. I mean, the tuna must really be bad for you. Yeah, just the observation. I'm moving around, moving around, dancing. Uh, no, but I have been trying to eat better. I recently rediscovered cottage cheese. Yeah, you know that's the what's crazy about cottage cheese is it's not even",true
942.0,2026-08-17 19:30:28,@MissTessaMarie21,,"WOW!! silent, crickets chirping",positive,vader,,"I mean, the tuna must really be bad for you. Yeah, just the observation. I'm moving around, moving around, dancing. Uh, no, but I have been trying to eat better. I recently rediscovered cottage cheese. Yeah, you know that's the what's crazy about cottage cheese is it's not even cheese.",true
944.0,2026-08-17 19:30:30,@S2P999,,SOMEONE GET THEIR UNCLE,neutral,vader,,"I mean, the tuna must really be bad for you. Yeah, just the observation. I'm moving around, moving around, dancing. Uh, no, but I have been trying to eat better. I recently rediscovered cottage cheese. Yeah, you know that's the what's crazy about cottage cheese is it's not even cheese. It just occurred to me.",true
945.0,2026-08-17 19:30:31,@CarlCramer88,,"Yeah, it had enough nerve to come forward",positive,vader,,"you. Yeah, just the observation. I'm moving around, moving around, dancing. Uh, no, but I have been trying to eat better. I recently rediscovered cottage cheese. Yeah, you know that's the what's crazy about cottage cheese is it's not even cheese. It just occurred to me.",true
948.0,2026-08-17 19:30:34,@radiostarkilla21,,Wow,positive,vader,,"moving around, moving around, dancing. Uh, no, but I have been trying to eat better. I recently rediscovered cottage cheese. Yeah, you know that's the what's crazy about cottage cheese is it's not even cheese. It just occurred to me. Thank you for having",true
949.0,2026-08-17 19:30:35,@z28diablo,,Need to let the chair(chat) heckle. :rolling_on_the_floor_laughing:,neutral,vader,,"moving around, moving around, dancing. Uh, no, but I have been trying to eat better. I recently rediscovered cottage cheese. Yeah, you know that's the what's crazy about cottage cheese is it's not even cheese. It just occurred to me. Thank you for having",true
949.0,2026-08-17 19:30:35,@garyOh0901,,we are waiting.....,neutral,vader,,"moving around, moving around, dancing. Uh, no, but I have been trying to eat better. I recently rediscovered cottage cheese. Yeah, you know that's the what's crazy about cottage cheese is it's not even cheese. It just occurred to me. Thank you for having",true
950.0,2026-08-17 19:30:36,@Grimm_Destroyer,,we are more funnier than these comics lol,positive,vader,,"Uh, no, but I have been trying to eat better. I recently rediscovered cottage cheese. Yeah, you know that's the what's crazy about cottage cheese is it's not even cheese. It just occurred to me. Thank you for having",true
953.0,2026-08-17 19:30:39,@JimboTheComic,,He’s on acid don’t be mean and say he’s just stoned ,neutral,vader,,"better. I recently rediscovered cottage cheese. Yeah, you know that's the what's crazy about cottage cheese is it's not even cheese. It just occurred to me. Thank you for having overnight laxative miss.",true
954.0,2026-08-17 19:30:40,@jimtc1000,,This man is Baked and Cooked Amazing.,positive,vader,,"cheese. Yeah, you know that's the what's crazy about cottage cheese is it's not even cheese. It just occurred to me. Thank you for having overnight laxative miss.",true
955.0,2026-08-17 19:30:41,@I_AM_VISION_ICONIC,,I know for a fact you're drawls are shitty :rolling_on_the_floor_laughing::smiling_face_with_horns::popcorn::skull:,negative,vader,,"cheese. Yeah, you know that's the what's crazy about cottage cheese is it's not even cheese. It just occurred to me. Thank you for having overnight laxative miss. Unbelievable product.",true
956.0,2026-08-17 19:30:42,@BigSnake-D2B,,this is google get this mf a beerbottle to the head,neutral,vader,,"cheese. Yeah, you know that's the what's crazy about cottage cheese is it's not even cheese. It just occurred to me. Thank you for having overnight laxative miss. Unbelievable product.",true
957.0,2026-08-17 19:30:43,@S.D.L-m1j,,Rod Stewart's love child,positive,vader,,"Yeah, you know that's the what's crazy about cottage cheese is it's not even cheese. It just occurred to me. Thank you for having overnight laxative miss. Unbelievable product.",true
957.0,2026-08-17 19:30:43,@ONWARD24seven,,he looks like he's got a few hidden cameras somewhere :flushed_face:,positive,vader,,"Yeah, you know that's the what's crazy about cottage cheese is it's not even cheese. It just occurred to me. Thank you for having overnight laxative miss. Unbelievable product.",true
958.0,2026-08-17 19:30:44,@BrandoKOmmando91,,"He’s homeless, he’s just doing open mic to get out of the elements :face_with_tears_of_joy: ",neutral,vader,,"Yeah, you know that's the what's crazy about cottage cheese is it's not even cheese. It just occurred to me. Thank you for having overnight laxative miss. Unbelievable product. Problem for me is I had a overnight",true
964.0,2026-08-17 19:30:50,@matisari7982,,lmao not high drunk defff:loudly_crying_face:,positive,vader,,"It just occurred to me. Thank you for having overnight laxative miss. Unbelievable product. Problem for me is I had a overnight laxative. I had the most amazing bowel movement at 7:00 a.m., but I didn't wake",true
965.0,2026-08-17 19:30:51,@MissTessaMarie21,,man. this is just sad.,negative,vader,,"It just occurred to me. Thank you for having overnight laxative miss. Unbelievable product. Problem for me is I had a overnight laxative. I had the most amazing bowel movement at 7:00 a.m., but I didn't wake up until 8:00 a.m. and now I'm not",true
971.0,2026-08-17 19:30:57,@HanzSygnal,,I can feel he just googles jokes,positive,vader,,"overnight laxative miss. Unbelievable product. Problem for me is I had a overnight laxative. I had the most amazing bowel movement at 7:00 a.m., but I didn't wake up until 8:00 a.m. and now I'm not allowed back in that hotel anymore, unfortunately.",true
975.0,2026-08-17 19:31:01,@S2P999,,SHUTUP RICHARD GERE,neutral,vader,,"overnight laxative miss. Unbelievable product. Problem for me is I had a overnight laxative. I had the most amazing bowel movement at 7:00 a.m., but I didn't wake up until 8:00 a.m. and now I'm not allowed back in that hotel anymore, unfortunately. Um, let's see. Uh, y Oh, I just realized",true
979.0,2026-08-17 19:31:05,@allisonnicole55,,:face_with_tears_of_joy::face_with_tears_of_joy: @S.D.L,neutral,vader,,"Problem for me is I had a overnight laxative. I had the most amazing bowel movement at 7:00 a.m., but I didn't wake up until 8:00 a.m. and now I'm not allowed back in that hotel anymore, unfortunately. Um, let's see. Uh, y Oh, I just realized uh I was trying to check back in with the news and this uh Luigi Manion is",true
985.0,2026-08-17 19:31:11,@kane444tree,,Bro wavy :face_with_tears_of_joy:,neutral,vader,,"movement at 7:00 a.m., but I didn't wake up until 8:00 a.m. and now I'm not allowed back in that hotel anymore, unfortunately. Um, let's see. Uh, y Oh, I just realized uh I was trying to check back in with the news and this uh Luigi Manion is back in the news. He uh Yes, they love",true
986.0,2026-08-17 19:31:12,@Crudermonk985,,This guy is as comedic as a soggy sock :face_with_tears_of_joy:,positive,vader,,"up until 8:00 a.m. and now I'm not allowed back in that hotel anymore, unfortunately. Um, let's see. Uh, y Oh, I just realized uh I was trying to check back in with the news and this uh Luigi Manion is back in the news. He uh Yes, they love Luigi Mioni. He killed the CEO of a",true
988.0,2026-08-17 19:31:14,@albannach7943,,"I think he makes really thought-provoking jokes. The kind of movies that raise ethical questions, like: ‘Is it okay to ask for a refund for this free event?""",positive,vader,Morgan,"up until 8:00 a.m. and now I'm not allowed back in that hotel anymore, unfortunately. Um, let's see. Uh, y Oh, I just realized uh I was trying to check back in with the news and this uh Luigi Manion is back in the news. He uh Yes, they love Luigi Mioni. He killed the CEO of a",true
988.0,2026-08-17 19:31:14,@MartinFelix1,,Jason Bateman with no game,negative,vader,Morgan,"up until 8:00 a.m. and now I'm not allowed back in that hotel anymore, unfortunately. Um, let's see. Uh, y Oh, I just realized uh I was trying to check back in with the news and this uh Luigi Manion is back in the news. He uh Yes, they love Luigi Mioni. He killed the CEO of a",true
989.0,2026-08-17 19:31:15,@ONWARD24seven,,props on writing his jokes down tho,positive,vader,Morgan,"allowed back in that hotel anymore, unfortunately. Um, let's see. Uh, y Oh, I just realized uh I was trying to check back in with the news and this uh Luigi Manion is back in the news. He uh Yes, they love Luigi Mioni. He killed the CEO of a billion dollar company. Like, [ __ ] yeah.",true
989.0,2026-08-17 19:31:15,@z28diablo,,"Dude, where's my joke?",positive,vader,Morgan,"allowed back in that hotel anymore, unfortunately. Um, let's see. Uh, y Oh, I just realized uh I was trying to check back in with the news and this uh Luigi Manion is back in the news. He uh Yes, they love Luigi Mioni. He killed the CEO of a billion dollar company. Like, [ __ ] yeah.",true
994.0,2026-08-17 19:31:20,@MartinFelix1,,Fame,positive,vader,Morgan,"unfortunately. Um, let's see. Uh, y Oh, I just realized uh I was trying to check back in with the news and this uh Luigi Manion is back in the news. He uh Yes, they love Luigi Mioni. He killed the CEO of a billion dollar company. Like, [ __ ] yeah. He entered a guilty plea. And it's like,",true
994.0,2026-08-17 19:31:20,@S.D.L-m1j,,Allison:rolling_on_the_floor_laughing:,neutral,vader,Morgan,"unfortunately. Um, let's see. Uh, y Oh, I just realized uh I was trying to check back in with the news and this uh Luigi Manion is back in the news. He uh Yes, they love Luigi Mioni. He killed the CEO of a billion dollar company. Like, [ __ ] yeah. He entered a guilty plea. And it's like,",true
999.0,2026-08-17 19:31:25,@pijinFPS,,the last guy but drunker,neutral,vader,Morgan,"uh I was trying to check back in with the news and this uh Luigi Manion is back in the news. He uh Yes, they love Luigi Mioni. He killed the CEO of a billion dollar company. Like, [ __ ] yeah. He entered a guilty plea. And it's like, okay. I mean, when that first happened, I thought I thought he's a really smart",true
999.0,2026-08-17 19:31:25,@cynical-bass-terd9531,,Good news is he already lost his license and iber wont pick him up anymore... Hes walking home tonight,positive,vader,Morgan,"uh I was trying to check back in with the news and this uh Luigi Manion is back in the news. He uh Yes, they love Luigi Mioni. He killed the CEO of a billion dollar company. Like, [ __ ] yeah. He entered a guilty plea. And it's like, okay. I mean, when that first happened, I thought I thought he's a really smart",true
1002.0,2026-08-17 19:31:28,@matisari7982,,chat gtt ahh jokes,positive,vader,Morgan,"the news and this uh Luigi Manion is back in the news. He uh Yes, they love Luigi Mioni. He killed the CEO of a billion dollar company. Like, [ __ ] yeah. He entered a guilty plea. And it's like, okay. I mean, when that first happened, I thought I thought he's a really smart man. He he put his words on bullets. He",true
1012.0,2026-08-17 19:31:38,@S2P999,,Guy looks like a JEW,positive,vader,Morgan,"billion dollar company. Like, [ __ ] yeah. He entered a guilty plea. And it's like, okay. I mean, when that first happened, I thought I thought he's a really smart man. He he put his words on bullets. He had a backpack. He he like rode up and gunned that guy down. Guarantee he's he's in Argentina by now. and",true
